"x_","y_","t_","id"
703687.900726287,-3076408.70464363,2016-08-18 09:56:00,"ID2"
703682.791027513,-3076405.99562575,2016-08-18 10:56:00,"ID2"
703966.826917808,-3077277.52075517,2016-08-18 11:56:00,"ID2"
707437.650965558,-3055333.78778077,2016-08-18 12:56:00,"ID2"
704678.564974087,-3037316.83332098,2016-08-18 13:56:00,"ID2"
705252.141198574,-3037700.23970718,2016-08-18 14:56:00,"ID2"
705246.601279504,-3037704.33030258,2016-08-19 04:25:00,"ID2"
705259.667391863,-3037702.5425237,2016-08-19 05:25:00,"ID2"
705250.72135403,-3037695.69640502,2016-08-19 06:21:00,"ID2"
700620.216376941,-3042386.55934352,2016-08-19 07:21:00,"ID2"
700593.616194778,-3027268.32429197,2016-08-19 08:21:00,"ID2"
702654.106830994,-3025964.4803669,2016-08-19 09:21:00,"ID2"
701983.703216244,-3029422.38405367,2016-08-19 10:21:00,"ID2"
702500.059243496,-3030687.99731785,2016-08-19 11:21:00,"ID2"
694993.416576638,-3074513.06876235,2016-08-19 12:21:00,"ID2"
703461.985328315,-3079110.994308,2016-08-19 13:21:00,"ID2"
703772.396902468,-3077176.73860751,2016-08-19 14:21:00,"ID2"
703771.050709782,-3077174.57953951,2016-08-19 15:21:00,"ID2"
703789.295249459,-3076736.05698559,2016-08-20 04:41:00,"ID2"
703682.847783867,-3076386.59849509,2016-08-20 05:13:00,"ID2"
703685.834711741,-3076415.18590896,2016-08-20 06:13:00,"ID2"
703691.374690755,-3076410.76229903,2016-08-20 07:13:00,"ID2"
703617.883426091,-3076424.22332276,2016-08-20 08:13:00,"ID2"
703357.368798113,-3076735.87095585,2016-08-20 09:13:00,"ID2"
702041.797118348,-3077905.48127114,2016-08-20 10:13:00,"ID2"
702040.391884228,-3077895.99512628,2016-08-20 11:13:00,"ID2"
702039.309184817,-3077900.68509875,2016-08-20 12:13:00,"ID2"
702041.803409225,-3077903.32628039,2016-08-20 13:13:00,"ID2"
702039.621766529,-3077905.6096089,2016-08-20 14:13:00,"ID2"
702041.534850254,-3077899.70116215,2016-08-20 15:13:00,"ID2"
702041.806554663,-3077902.2487849,2016-08-21 04:28:00,"ID2"
702046.914668091,-3077905.4962104,2016-08-21 05:15:00,"ID2"
702046.917813552,-3077904.4187151,2016-08-21 05:55:00,"ID2"
702038.770624467,-3077890.38736503,2016-08-21 06:40:00,"ID2"
702046.889504412,-3077914.1161699,2016-08-21 07:23:00,"ID2"
702045.906885427,-3077900.10574502,2016-08-21 08:01:00,"ID2"
701960.392006412,-3077942.6483912,2016-08-21 09:01:00,"ID2"
701551.327228672,-3078326.4249996,2016-08-21 10:01:00,"ID2"
701263.453235751,-3086841.32161921,2016-08-21 11:01:00,"ID2"
705908.719853699,-3089388.32307162,2016-08-21 12:01:00,"ID2"
705903.612028745,-3089385.07837036,2016-08-21 13:01:00,"ID2"
705938.977652341,-3089278.87053395,2016-08-21 14:01:00,"ID2"
705963.505569535,-3089290.91946348,2016-08-21 15:01:00,"ID2"
706250.106894575,-3089542.19735489,2016-08-22 04:27:00,"ID2"
706129.161968035,-3089402.8118607,2016-08-22 05:27:00,"ID2"
706127.007638506,-3089406.18903375,2016-08-22 06:27:00,"ID2"
706127.348792173,-3089406.19003549,2016-08-22 07:27:00,"ID2"
706126.67754883,-3089402.42007707,2016-08-22 08:27:00,"ID2"
705723.638964489,-3069450.83655314,2016-08-22 09:27:00,"ID2"
701866.888124131,-3025600.89543174,2016-08-22 10:27:00,"ID2"
701319.764676775,-3026455.98771178,2016-08-22 11:27:00,"ID2"
701369.909145705,-3027164.59149944,2016-08-22 12:27:00,"ID2"
699894.059021922,-3036886.75802421,2016-08-22 13:27:00,"ID2"
699534.061887643,-3034656.89514888,2016-08-22 14:27:00,"ID2"
700855.411034992,-3034084.29199677,2016-08-22 15:27:00,"ID2"
700857.282430712,-3034100.78322228,2016-08-23 04:31:00,"ID2"
701055.410363909,-3033911.09734718,2016-08-23 05:02:00,"ID2"
701194.079044583,-3033750.42431831,2016-08-23 05:37:00,"ID2"
701192.053708816,-3033742.85098047,2016-08-23 06:10:00,"ID2"
689932.80326423,-3001712.08504727,2016-08-23 07:10:00,"ID2"
