"x_","y_","t_","id"
31.84478,-26.289,2015-06-09 04:53:00,"ID1"
31.8447457142857,-26.2890157142857,2015-06-09 05:53:00,"ID1"
31.8447475862069,-26.288964137931,2015-06-09 06:53:00,"ID1"
31.8448122727273,-26.2889840909091,2015-06-09 07:53:00,"ID1"
31.8495475,-26.2891525,2015-06-09 08:53:00,"ID1"
31.8542357142857,-26.2886,2015-06-09 09:53:00,"ID1"
31.85056,-26.29374,2015-06-09 10:53:00,"ID1"
31.90172,-26.54289,2015-06-09 11:53:00,"ID1"
31.87596,-26.6652,2015-06-09 12:53:00,"ID1"
31.87522,-26.664885,2015-06-09 13:53:00,"ID1"
31.875765,-26.6669875,2015-06-09 14:53:00,"ID1"
31.87607,-26.67215,2015-06-10 04:52:00,"ID1"
31.8760517857143,-26.667675,2015-06-10 05:52:00,"ID1"
31.8753094117647,-26.6652194117647,2015-06-10 06:52:00,"ID1"
31.87522,-26.66492,2015-06-10 07:52:00,"ID1"
31.8752,-26.66486,2015-06-10 08:52:00,"ID1"
31.87522,-26.664855,2015-06-10 09:52:00,"ID1"
31.87543,-26.6656,2015-06-10 10:52:00,"ID1"
31.89417,-26.76386,2015-06-10 11:52:00,"ID1"
31.88488,-26.65821,2015-06-10 12:52:00,"ID1"
31.88666,-26.66177,2015-06-10 13:52:00,"ID1"
31.886595,-26.661825,2015-06-10 14:52:00,"ID1"
31.88776,-26.66119,2015-06-11 05:01:00,"ID1"
31.88797,-26.66088,2015-06-11 06:01:00,"ID1"
31.88946,-26.66054,2015-06-11 07:34:00,"ID1"
31.88952,-26.66059,2015-06-11 08:07:00,"ID1"
31.86386,-26.68152,2015-06-11 09:07:00,"ID1"
31.859995,-27.12912,2015-06-11 10:07:00,"ID1"
31.861085,-27.129195,2015-06-11 11:07:00,"ID1"
31.8611075,-27.129185,2015-06-11 12:07:00,"ID1"
31.86114,-27.1292,2015-06-11 13:07:00,"ID1"
31.86114,-27.12923,2015-06-11 14:07:00,"ID1"
31.86589,-27.13093,2015-06-12 05:05:00,"ID1"
31.86591,-27.13099,2015-06-12 05:40:00,"ID1"
31.86587,-27.13087,2015-06-12 06:15:00,"ID1"
31.86593,-27.13094,2015-06-12 06:49:00,"ID1"
31.86604,-27.1309,2015-06-12 07:25:00,"ID1"
31.86596,-27.13091,2015-06-12 08:01:00,"ID1"
31.8815,-27.0987,2015-06-12 08:37:00,"ID1"
31.87146,-26.68052,2015-06-12 09:37:00,"ID1"
31.8541,-26.28863,2015-06-12 10:37:00,"ID1"
31.8543,-26.28861,2015-06-12 11:37:00,"ID1"
31.8543,-26.28858,2015-06-12 12:37:00,"ID1"
31.8447375,-26.289005,2015-06-12 13:37:00,"ID1"
31.8472833333333,-26.28269,2015-06-12 14:37:00,"ID1"
31.84532,-26.28406,2015-06-13 04:43:00,"ID1"
31.84539,-26.28403,2015-06-13 05:15:00,"ID1"
31.84729,-26.28266,2015-06-13 05:48:00,"ID1"
31.84722,-26.2826,2015-06-13 06:20:00,"ID1"
31.8471675,-26.28266,2015-06-13 07:20:00,"ID1"
31.84727,-26.2826,2015-06-13 08:20:00,"ID1"
31.8481065217391,-26.2823056521739,2015-06-13 09:20:00,"ID1"
31.83517,-26.40051,2015-06-13 10:20:00,"ID1"
31.86022,-26.71354,2015-06-13 11:20:00,"ID1"
31.8677833333333,-26.9385466666667,2015-06-13 12:20:00,"ID1"
31.86411,-26.95111,2015-06-13 13:20:00,"ID1"
31.908458,-26.933196,2015-06-13 14:20:00,"ID1"
31.90854,-26.93261,2015-06-14 04:54:00,"ID1"
31.9087568965517,-26.9327048275862,2015-06-14 05:54:00,"ID1"
31.91134,-26.9336,2015-06-14 06:51:00,"ID1"
31.9114,-26.93369,2015-06-14 08:22:00,"ID1"
31.91144,-26.93364,2015-06-14 08:55:00,"ID1"
31.91139,-26.93364,2015-06-14 09:28:00,"ID1"
31.9125031818182,-26.9363777272727,2015-06-14 10:28:00,"ID1"
31.84939,-27.09148,2015-06-14 11:28:00,"ID1"
31.85257,-27.33457,2015-06-14 12:28:00,"ID1"
31.83081,-27.34311,2015-06-14 13:28:00,"ID1"
31.830796,-27.34305,2015-06-14 14:28:00,"ID1"
31.83156,-27.34029,2015-06-15 04:59:00,"ID1"
31.831552,-27.340328,2015-06-15 05:59:00,"ID1"
31.8317,-27.34039,2015-06-15 07:27:00,"ID1"
31.83166,-27.3403,2015-06-15 08:00:00,"ID1"
31.90149,-27.38258,2015-06-15 09:00:00,"ID1"
31.901325,-27.3826725,2015-06-15 10:00:00,"ID1"
31.92579,-27.52264,2015-06-15 11:00:00,"ID1"
31.94078,-27.50652,2015-06-15 12:00:00,"ID1"
31.94085,-27.50646,2015-06-15 13:00:00,"ID1"
31.94079,-27.50648,2015-06-15 14:00:00,"ID1"
31.9429642857143,-27.5118942857143,2015-06-15 15:00:00,"ID1"
31.94071,-27.50649,2015-06-16 04:55:00,"ID1"
31.9408767857143,-27.5064867857143,2015-06-16 05:55:00,"ID1"
31.9409986206897,-27.5065424137931,2015-06-16 06:55:00,"ID1"
31.94132,-27.50675,2015-06-16 07:48:00,"ID1"
31.9407633333333,-27.5064816666667,2015-06-16 08:48:00,"ID1"
31.94072,-27.5064911111111,2015-06-16 09:48:00,"ID1"
31.93725,-27.52871,2015-06-16 10:48:00,"ID1"
31.936245,-27.543195,2015-06-16 11:48:00,"ID1"
31.9307066666667,-27.55123,2015-06-16 12:48:00,"ID1"
31.93591,-27.54451,2015-06-16 13:48:00,"ID1"
31.9378585714286,-27.5406614285714,2015-06-16 14:48:00,"ID1"
31.93956,-27.54098,2015-06-17 04:59:00,"ID1"
31.93849,-27.54304,2015-06-17 05:30:00,"ID1"
31.9383242857143,-27.5432628571429,2015-06-17 06:30:00,"ID1"
31.938852,-27.5440604,2015-06-17 07:30:00,"ID1"
31.949235,-27.588535,2015-06-17 08:30:00,"ID1"
31.94662,-27.57575,2015-06-17 09:30:00,"ID1"
31.94662,-27.57568,2015-06-17 10:30:00,"ID1"
31.94641,-27.56763,2015-06-17 11:30:00,"ID1"
31.93957,-27.5869,2015-06-17 12:30:00,"ID1"
31.9419,-27.58285,2015-06-17 13:30:00,"ID1"
31.9418528571429,-27.5828585714286,2015-06-17 14:30:00,"ID1"
31.93947,-27.58514,2015-06-18 04:47:00,"ID1"
31.939555,-27.5850173076923,2015-06-18 05:47:00,"ID1"
31.941205,-27.58062,2015-06-18 06:47:00,"ID1"
31.941204,-27.580604,2015-06-18 07:47:00,"ID1"
31.9360033333333,-27.5821366666667,2015-06-18 08:47:00,"ID1"
31.81136,-27.68196,2015-06-18 09:47:00,"ID1"
31.96642,-27.72301,2015-06-18 10:47:00,"ID1"
32.19396,-27.86179,2015-06-18 11:47:00,"ID1"
31.935,-27.56541,2015-06-18 12:47:00,"ID1"
31.93193,-27.55084,2015-06-18 13:47:00,"ID1"
31.930515,-27.5495375,2015-06-18 14:47:00,"ID1"
31.92991,-27.54996,2015-06-19 05:06:00,"ID1"
31.92979,-27.54997,2015-06-19 05:38:00,"ID1"
31.93718,-27.55405,2015-06-19 06:10:00,"ID1"
31.93715,-27.55407,2015-06-19 06:44:00,"ID1"
31.93741,-27.55402,2015-06-19 07:17:00,"ID1"
31.937435,-27.554005,2015-06-19 08:17:00,"ID1"
31.92962,-27.55629,2015-06-19 09:17:00,"ID1"
31.92951,-27.55622,2015-06-19 10:17:00,"ID1"
31.9296,-27.55639,2015-06-19 11:17:00,"ID1"
31.9296,-27.55633,2015-06-19 12:17:00,"ID1"
